fecha,titular,cuerpo_completo,fuente,url
2018-12-31,Senamhi lanza nueva herramienta de datos Geoespaciales,"Con los datos proporcionados a través del IDESEP, las autoridades y la ciudadanía en general podrán realizar una mejor planificación en la gestión del territorio y la prevención de desastres.  El Servicio Nacional de Meteorología e Hidrología (Senamhi) presentó la plataforma Infraestructura de Datos Espaciales (IDESEP), que permitirá a todo ciudadano tener acceso a mapas con información geoespacial oficial y será de gran utilidad para que las autoridades puedan tomar mejores decisiones en la prevención de riesgos. A través de la información proporcionada por la IDESEP, las personas interesadas podrán corroborar la factibilidad de los proyectos que tengan previsto implementar. Por ejemplo, las nuevas autoridades regionales y municipales tendrán a su alcance información detallada de la frecuencia de heladas y nevadas durante los últimos años, para adoptar acciones inmediatas de prevención y planeamiento. Para la implementación de la IDESEP se aplicó software libre por medio del cual se permite publicar información descriptiva de los datos y mapas para el sector público y privado, que sirvan de soporte a la gestión pública, proyectos de gobierno e instituciones privadas. Con ello, el Instituto Nacional de Defensa Civil (Indeci) o el Centro Nacional de Estimación, Prevención y Reducción del Riesgo (Cenepred), entre otras instituciones, podrán acceder libremente a información geoespacial para conocer las áreas afectadas por eventos meteorológicos extremos. La IDESEP se encuentra en la web del Senamhi y para acceder a ella se podrá navegar desde los diversos geoservicios, donde se encuentran mapas cartográficos con información visual de eventos como el Fenómeno El Niño, cambio climático, heladas, índices de radiación ultravioleta, frecuencia de nevadas, pronóstico y vigilancia meteorológica de Incendios y avisos meteorológicos, entre otros. Estaremos mejor preparados ante eventos extremos Al respecto, la ministra del Ambiente, Fabiola Muñoz, sostuvo que toda la información que se encuentra en esta herramienta va a permitir al país estar mejor preparado ante los eventos extremos del cambio climático. Explicó que con los datos proporcionados a través del IDESEP, las autoridades y la ciudadanía en general podrán realizar una mejor planificación en la gestión del territorio y la prevención de desastres. “Con mayor y mejor información vamos a adoptar mejores decisiones”. Por su parte, el presidente ejecutivo de Senamhi, Ken Takahashi, dijo que a través de este sistema de libre acceso se podrá ingresar a los mapas de clasificación relacionados a heladas, cambio climático, frecuencia de nevadas, índices de radiación ultravioleta, entre otros.",agraria.pe/agronegocios,https://agraria.pe/noticias/senamhi-lanza-nueva-herramienta-de-datos-geoespaciales-18122
2018-12-27,Producción agrícola crecerá 6% este año por agroexportaciones,"Esta expansión está por encima de la registrada en 2017, cuando se alcanzó un 2.6%.  La producción agrícola registrará un crecimiento de 6% este año, impulsada fundamentalmente por el positivo desempeño de las agroexportaciones, afirmó el ministro de Agricultura y Riego, Gustavo Mostajo. “El 2018 ha sido un año muy importante para el sector. Cerraremos con un incremento en la producción de 6%, una cifra muy por encima de las registradas en años anteriores, algo que está muy relacionado con el desarrollo de nuestras agroexportaciones”, comentó. Cabe destacar que la expansión de 6% prevista para este año es mayor a la registrada en el 2017 de 2.6%. Agroexportaciones Según Mostajo, el objetivo es alcanzar los US$ 7,000 millones en agroexportaciones este año, un monto próximo a cumplirse. “Hoy estamos por el orden de los US$ 6,800 millones, por lo que tenemos la confianza de que alcanzaremos la meta establecida”, aseveró. El titular del Minagri sostuvo que los envíos agrícolas han registrado un crecimiento promedio de 12% en los últimos cinco años, lo que ha permitido colocar productos principalmente como la pota, arándano, uva y palta en los mercados más exigentes de Europa y Asia. “No obstante, debemos cuidar otros sectores productivos como el cacao, maíz, arroz y papa, para lo cual la próxima semana estamos designando los tres oficiales que se instalarán en el exterior y que nos facilitarán estar en nuevos mercados”, precisó Mostajo.",agraria.pe/agronegocios,https://agraria.pe/noticias/produccion-agricola-crecera-6-este-ano-por-agroexportaciones-18106
2018-12-27,“Pleno empleo en Ica seguirá en los próximos años”,"Por el buen desempeño del sector agroexportador, el turismo y el comercio.  El gobernador regional de Ica, Fernando Cillóniz Benavides, manifestó que el pleno empleo en esta región seguirá en los próximos años. Agregó que Ica aún tiene mucho que aportar a la economía nacional y que el incremento de las agroexportaciones es uno de sus principales motores del crecimiento, pero también está el turismo y el comercio como actividades de mayor dinámica. ¿Cómo evalúa el aporte de la región Ica al crecimiento de la economía nacional? El potencial de crecimiento agroexportador regional se mantiene firme como resultado de los proyectos realizados para mejorar el manejo del recurso hídrico. La gente cree que Ica ha llegado a su tope, pero cada año se siembran nuevos huertos. Todavía estamos a la mitad del camino de lo que esta región puede aportar a la economía nacional. En la actualidad hay mucha agricultura precaria que se está reconvirtiendo a una agricultura moderna. Este proceso de reconversión lo estamos promoviendo mediante una mejor gestión del recurso hídrico. ¿Cómo están asegurando el aprovisionamiento de agua para atender la actividad agraria? La agricultura se hace precaria cuando no se dispone del agua durante todo el año. Por esta razón, nuestra administración ha priorizado el tema del agua en las épocas de estiaje, menor caudal en los ríos. Como resultado del trabajo realizado, ahora tenemos más agua en los períodos de ausencia de lluvias. Hemos construido reservorios que están guardando cuatro o cinco millones de metros cúbicos de agua. Esa capacidad se irá incrementando en el futuro con la construcción de nuevos reservorios. ¿Es sostenible la situación de pleno empleo que registran hace varios años? Al asegurar un buen manejo del recurso hídrico, Ica se mantiene en una situación de pleno empleo. La cartera de proyectos que dejamos para las próximas autoridades es amplia, la mayoría está conformada por inversiones privadas. Tenemos planes para construir nuevas carreteras, tren, puertos y los proyectos de afianzamiento hídrico. Todo ello nos hace prever que la situación de pleno empleo se mantendrá en los próximos años. La inversión de pequeñas y medianas empresas es masiva en la región Ica, sobre todo en el sector agricultura, pero también en turismo y centros comerciales. El potencial de crecimiento de la región es interesante. ¿Cómo evalúa la participación de la ciudadanía en la región Ica? Su participación en la gestión regional es importante para la correcta ejecución de planes regionales. Por ejemplo, fue de suma importancia cuando decidimos luchar contra el dengue a pesar de las nefastas proyecciones de las autoridades. A partir de los niños y sus familias logramos implementar campañas que lograron frenar el avance de esta plaga. Fuente: Andina",agraria.pe/agronegocios,https://agraria.pe/noticias/pleno-empleo-en-ica-seguira-en-los-proximos-anos-18103
2018-12-26,Mango será el primer cultivo que se afectará por El Niño,"Incremento de temperatura impactará sobre la floración de estos cultivos.  El presidente del Servicio Nacional de Meteorología e Hidrología (Senamhi), Ken Takahashi, indicó que en estos momentos el pronóstico del Comité encargado del Estudio Nacional del Fenómeno El Niño (ENFEN) indica que se registrará un Niño débil en la costa y en el Pacífico Central, pero en segundo lugar se tiene un nivel de moderado en el Pacífico Central, y para la costa el segundo escenario es normal. Recordó que frente a El Niño se han dado diversos escenarios, como en 2016, cuando el mar se calentó sustancialmente y fue considerado como un Niño, pero en el Perú no generó graves daños ni lluvias intensas; mientras que en 2017 sí hubo un calentamiento y muchas lluvias en Perú, pero para el resto del mundo no fue considerado un Niño. Lluvia en el norte “En realidad, el pronóstico de lluvias que realiza el Senamhi estima que serán dentro del rango normal, aun cuando el mar puede estar más caliente, pero eso no descarta que pueda haber lluvias intensas por lo que no se compara con el registrado en el 2017”, expresó Takahashi. En el caso de las otras regiones, se indica debido al calentamiento de las aguas en el Pacífico Central, habría menores lluvias en la sierra y selva del país. “Recordemos que en el año 1983 tuvimos una sequía en el altiplano, pero hay que tener en claro que en el Pacífico Central será de un Niño débil”, expresó. Para que sea Niño débil se tiene que dar un incremento de cuatro grados de temperaturas “pero hasta el momento no califica como Niño”. A nivel mundial el pronóstico está en línea con lo que analiza el ENFEN, que lo más probable es que se confirme un Niño débil. Caso Mango Por su parte, el director de Agrometeorología, Constantino Alarcón, comentó que en el sector agrícola con un Niño débil habrá un incremento en la costa de un grado de temperatura sobre la temperatura normal. “Esto traería ciertas implicancias en los productos agrícolas de exportación como es el mango, que tendrá problemas en su floración”, expresó. Asimismo, dijo que el incremento de las lluvias afecta por la presencia de plagas debido al aumento de la humedad. “Es muy difícil pronosticar (la intensidad de las lluvias), pero estamos hablando sobre su normal, pero esas lluvias son buenas para otros cultivos como arroz”, expresó. Reiteró que el mango es muy sensible, por ello el monitoreo que realizan. Productores de mango En octubre de este año, el gerente de la Asociación de Productores de Mango, Juan Carlos Rivera Ortega, dijo que la posible aparición del fenómeno de El Niño, previsto en ese momento de menor intensidad, no afectaría la temporada de mangos, en la medida que esta fruta tropical se beneficiaría de un incremento de temperatura. Cabe indicar que, entre enero y julio de 2018, las exportaciones peruanas de mango sumaron US$ 284 millones, marcando un récord histórico sobre cualquier valor exportado en años previos y logrando un crecimiento de 35.5%. El último récord de exportación de mango fue de US$ 277 millones en 2016. Y, ahora, a julio del 2018, se ha logrado superar notablemente la cifra anterior. “Esto evidencia la alta demanda que tiene nuestro producto en el mundo, principalmente de los Países Bajos (53% de aumento), Estados Unidos (22%) y España (87%)”, señaló en agosto el Mincetur.",agraria.pe/agronegocios,https://agraria.pe/noticias/mango-sera-el-primer-cultivo-que-se-afectara-por-el-nino-18095
2018-12-26,Perú podría recuperar primer lugar como exportador de espárragos a fin de año,"Además, en dos años Perú podría destronar a Chile como principal exportador de arándanos.  La exportación anualizada de espárragos presentó un incremento de 15% al 20 de diciembre, según Fresh Fruit Perú, y esto permitirá que tales envíos se recuperen luego de una fuerte caída de 6% registrada en 2017 por el fenómeno de El Niño Costero. Con este resultado, el Perú podría recuperar el primer lugar como proveedor mundial de este producto, al sumar hasta la fecha envíos por 141.327 toneladas. “Nuestro primer gran producto de agroexportación fue el espárrago. En 1985 se inició su cultivo y para el 2003 ya éramos los líderes mundiales, superando a México. Desde entonces siempre estuvimos en la cúspide hasta que llegó El Niño Costero y México nos desplazó”, comentó Luis Corvera, director general de Fresh Fruit Perú. Este año, ya con el desastre superado, se retomaría el primer lugar, según Fresh Fruit Perú. “Hasta noviembre ya hemos superado todo lo exportado en el 2017. Y si la tendencia se mantiene, superaremos a México sin problema”, agregó Corvera. En cuanto al arándano, mencionó que está creciendo a dos dígitos desde que se inició su exportación hace menos de cinco años. Cada año se reduce la brecha con el líder mundial, Chile. “Ya estamos exportando arándanos durante casi todo el año gracias a la inclusión de la sierra en la producción. Es posible que para el 2019 ya no sea un producto estacional para el Perú. En dos años más podríamos ya estar superando a Chile”, sostuvo el director general de Fresh Fruit Perú. Fuente: Gestión",agraria.pe/agronegocios,https://agraria.pe/noticias/peru-podria-recuperar-primer-lugar-como-exportador-de-esparr-18094
2018-12-20,Agroexportaciones peruanas sumarán US$ 7.000 millones este año,"Sector crece 12% anualmente de manera sostenible.  Al cierre del presente año, las agroexportaciones totales por parte de Perú (tradicionales y no tradicionales), sumarán US$ 7.000 millones, reafirmó el ministro de Agricultura y Riego, Gustavo Mostajo Ocola. Indicó que la tasa crecimiento promedio del sector en los últimos años es de 12% anual, porcentaje que también se cumplirá en 2018, lo cual dinamizará la economía del país y nos seguirá consolidando como país proveedor de alimentos al mundo. “(Las agroexportaciones peruanas) hasta la fecha ha alcanzado los US$ 6.500 millones (agroexportaciones) y aunque la expectativa es ambiciosa, estamos próximos a alcanzar la meta de los US$ 7.000 millones”, manifestó. Mostajo Ocola, destacó que el café está entre los principales productos tradicionales de mayor exportación y el arándano entre los no tradicionales. Asimismo, resaltó que la exportación de palta, uva y mandarina está creciendo muy fuerte en el mercado europeo, mientras que el mango y los espárragos mantienen un nivel estable de producción y expedición.",agraria.pe/agronegocios,https://agraria.pe/noticias/agroexportaciones-peruanas-sumaran-us-7000-millones-este-ano-18070
2018-12-18,"""Con la  asociatividad se abrirán nuevos mercados al mango""","El funcionario visitó la planta empacadora de pequeños productores financiada por Agroideas.  Durante una visita de trabajo a Tambogrande (Piura), el viceministro de Políticas Agrarias del Minagri, William Arteaga, instó a los productores de mango de Piura a asociarse a fin de conquistar nuevos mercados y obtener mejores precios por sus productos. El funcionario llegó a esta localidad para reunirse con los agricultores afiliados a la Asociación de Productores Agrarios de Pedregal (APAPE) de San Lorenzo, así como otras organizaciones de agricultores del valle de San Lorenzo. En la cita, Arteaga señaló la importancia de la asociatividad entre los pequeños productores de mangos y otros productos, a fin de acceder a nuevos mercados internacionales. ""Los precios del mango pueden subir o bajar de acuerdo a la oferta y demanda, es una dinámica de mercado. Por eso la asociatividad permite negociar precios más estables"", acotó. Seguidamente, el viceministro visitó la planta empacadora de APAPE, construida con apoyo en financiamiento del programa Agroideas, donde pudo comprobar las ventajas de tener productos que cumplen con los estándares de calidad e inocuidad, listos para su exportación. Dijo que a nivel de la municipalidad de Tambogrande y la Agencia Agraria, se está coordinando la ejecución de un programa de extensión, información de precios, sanidad y otros, "" porque sobre todo hay que apoyar al agricultor en el manejo del mango"".",agraria.pe/agronegocios,https://agraria.pe/noticias/con-la-asociatividad-se-abriran-nuevos-mercados-al-mango-18057
2018-12-18,Exportaciones de cáscara de limón superan los US$ 6.6 millones,"Dinamarca se mantiene como principal destino de estos despachos peruanos.  Entre enero y noviembre del presente año, Perú exportó 7.971.743 kilos de cáscara de limón por un valor FOB de US$ 6.620.337, según reportó el portal Agrodata Perú. De acuerdo a la fuente citada, Dinamarca se mantiene como el principal destino de estos despachos, con adquisiciones por US$ 3.265.000. A continuación se ubican Alemania con US$ 1.216.000, México con US$ 978.000, España con US$ 801.000 y Países Bajos con US$ 28.000. En tanto, entre las mayores empresas exportadoras de cáscara de limón –siempre en el periodo indicado- se ubicaron Limones Piuranos SAC con ventas por US$ 3.692.000, Agromar Industrial SA con US$ 1.032.000, Agroindustrias AIB SA con US$ 992.0000 y Procesadora Frutícola SA con US$ 903.000.",agraria.pe/agronegocios,https://agraria.pe/noticias/exportaciones-de-cascara-de-limon-superan-los-us-66-millones-18055
2018-12-18,"Uva de mesa peruana próxima a ingresar a Argentina, Chile y Japón","El crecimiento de la producción de uva de mesa en nuestro país hace indispensable tener más mercados destinos.  Las exportaciones de uva de mesa peruana en los últimos años han tenido un crecimiento significativo, convirtiéndose en uno de los principales productos de agroexportación de nuestro país, despachándose a más de 60 destinos. Al respecto, el gerente general de la Asociación de Productores de Uva de Mesa del Perú (Provid), Carlos Zamorano Macchiavello, destacó que el crecimiento de la producción de este fruto en nuestro país hace indispensable tener más mercados destinos. “Siempre estamos apuntando a nuevos mercados. La idea no es concentrar tantos envíos en los mismos mercados porque las capacidades de asumir volúmenes de dichos mercados son los que nos puede poner en problemas”, comentó Detalló que no es aconsejable enviar demasiada fruta en un mismo mercado o concentrar mucho volumen en algunas semanas porque eso puede llegar a afectar los precios. En ese sentido, dijo que su representada está trabajando muy de cerca con el Servicio Nacional de Sanidad Agraria (Senasa) para lograr el acceso de la uva de mesa peruana a Argentina, Chile y Japón. Se espera que el próximo año se logre abrir dichos mercados. “Lo de Argentina es posible que se de este año, porque ya se envió toda la información y documentación, estamos de acuerdo con el tratamiento y ya depende de la respuesta de la autoridad fitosanitaria de ese país”, sostuvo. Respecto al mercado chileno, señaló que están un poco más atrasados, pero Senasa ya cumplió con enviar toda la información pertinente y se está a la espera de la respuesta de las autoridades chilenas. En cuanto a Japón, indicó que es un destino interesante el cual ya debería concretarse. “Japón nos tenía en una lista de espera ya que su sistema de trabajo es producto por producto y primero tenían que decidir el ingreso de los cítricos peruanos (ya entraron), y ahora estamos presionando para que el Senasa termine de formalizar lo que sería el ingreso de la uva de mesa de Perú a Japón y esperamos que sea lo antes posible”. Dato . Carlos Zamorano destacó que se han reabierto para la uva de mesa peruana los mercados de Vietnam, Malasia, Indonesia (se busca que ese país reconozca nuestro sistema nacional de inocuidad, lo cual haría más fácil el proceso de exportación) y se espera reabrir Filipinas.",agraria.pe/agronegocios,https://agraria.pe/noticias/uva-de-mesa-peruana-proxima-a-ingresar-a-argentina-chile-y-j-18052
2018-12-17,Armani comprará algodón a productores piuranos,"Para los próximos cinco años esperan llegar a las 10 mil hectáreas de algodón.  La marca internacional Armani iniciará la compra de lotes de algodón pima de Piura, a partir del próximo año. Así lo confirmó el presidente de la Asociación de Productores Algodoneros de la región, César Zapata Alzamora. La reunión con los productores algodoneros y sus dirigentes se realizó el último martes, en Catacaos. En esta reunión estuvieron presentes un alto directivo de la firma italiana y dos empresarios de una fábrica hilandera peruana, la cual es el enlace con los agricultores piuranos. “Nos sentimos muy complacidos de que firmas internacionales de renombre como Armani sí le den el valor a nuestro algodón piurano. El próximo año estaremos vendiendo nuestro producto a esta firma. Queda claro que el mercado internacional sí nos valora a diferencia del mercado nacional que nos quiere pagar a la mitad del precio real”, afirmó César Zapata. Giorgio Armani S.P.A. es una compañía de moda italiana. La empresa diseña y fabrica productos de lujo en varias categorías, incluyendo accesorios de moda, prendas de vestir, cosméticos, fragancias, interiores de casa, joyas, relojes y gafas en virtud de varias etiquetas como Giorgio Armani, Armani Collezioni, Emporio Armani, Armani Jeans, Armani Junior, Armani Exchange y Armani Casa. Algodón en Piura En década del 60-70, en Piura se sembraban 70 mil hectáreas de algodón pima; a nivel nacional, había 350 mil hectáreas en producción y 20 mil familias involucradas. Sin embargo, en los últimos cuatro años, la producción bajó a 2 mil hectáreas y solo 500 familias beneficiadas. César Zapata Alzamora señaló que para los próximos cinco años esperan llegar a las 10 mil hectáreas. Para la próxima campaña se esperan involucrar a 1500 familias en la siembra de algodón. Según el dirigente de los algodoneros, desde 2012, los productores han posicionado el algodón peruano en el mercado internacional, con escasa ayuda del estado. Desde esa fecha, se han recuperado los mercados de Francia, Alemania, Italia, Suiza, Japón, Corea, China, Guatemala y Colombia. Incluso, han tenido conversaciones con brokers de Colombia y Francia. Fuente: Info Mercado",agraria.pe/agronegocios,https://agraria.pe/noticias/armani-comprara-algodon-a-productores-piuranos-18050
