fecha,titular,cuerpo_completo,fuente,url,anio
2016-12-28,Cooperación alemana reafirmó su compromiso de apoyar al sector agrario peruano,"GIZ del Perú contribuirá a lo largo del próximo año con programas de gobernanza ambiental, biodiversidad de bosques y titulación de tierras.  La Cooperación Alemana (GIZ del Perú) se comprometió con el Ministerio de Agricultura y Riego (Minagri) a continuar trabajando de manera conjunta por el desarrollo del agro peruano con miras al 2017, en el marco de una política ambiental y de la protección y uso sostenible de los recursos naturales. Así lo sostuvo el embajador alemán en Perú, Jörg Ranau, luego de reunirse con el ministro de Agricultura y Riego, José Hernández Calderón, para analizar el apoyo que Alemania viene brindando a esta importante actividad productiva en Perú. En la cita, Jörg Ranau informó que su país continuará cooperando a través de GIZ. Es así que esta entidad, por encargo del Ministerio Federal de Cooperación Económica y Desarrollo de Alemania, contribuirá a lo largo de 2017 con programas de gobernanza ambiental, biodiversidad de bosques y titulación de tierras. Los aportes de la cooperación alemana tienen como objetivo cumplir con la agenda ambiental peruana e implementar los objetivos climáticos en lo que se refiere al uso sostenible de los ecosistemas, la conservación de la diversidad biológica, la reducción de los gases de efecto invernadero y la adaptación al cambio climático. Dato . En Perú, GIZ trabaja desde 1965 promoviendo el desarrollo sostenible.",agraria.pe/agronegocios,https://agraria.pe/noticias/cooperacion-alemana-reafirmo-su-compromiso-de-apoyar-al-sect-12877,2016
2016-12-28,“Hemos heredado una grave crisis de diálogo entre el Estado y el sector agrario”,"Brecha comunicacional entre el Gobierno y los gremios habría generado la implementación defectuosa de programas como el de renovación de cafetales y mala articulación de la estructura de costos de producción.  Algunas cifras sobre resultados del sector agrario preocupan a Lorenzo Castillo, gerente de la Junta Nacional del Café (JNC). Así, recuerda que de enero a septiembre de este año, según cifras del propio Ministerio de Agricultura (Minagri), el PBI agrícola es de 1.1%, en tanto que el PBI agrario es de -0.5%. “Esto se debe a que hemos generado una grave crisis de diálogo entre el Estado y el sector agrario, no se ha sabido construir confianza entre el sector organizado de los gremios y el Minagri en el pasado. Este divorcio ha generado problemas y esos son los resultados”, explicó el gremialista. En ese sentido, resaltó que hay realidades que no han sido bien entendidas desde el Gobierno y que tienen estructuras que dificultan la rentabilidad en sectores como el cafetalero. “La estructura de costos es un tema central, pues no hace posible hablar de rentabilidad en la actividad agraria y la caficultura específicamente. La estructura de costos hoy es de 9.5 soles el kilo de café pergamino. ¿Cuánto es el precio promedio recibido por el cafetalero en 10 años? No llega a los 6 dólares en promedio. Tenemos una tremenda diferencia de pérdida acumulada a lo largo de años y eso tiene que cambiarse desde el Estado o concertando con los actores del sector”, refirió. Finalmente, el gerente de la JNC pidió también sincerar la estructura de costos que siguió al Plan de Renovación de Cafetales, pues muchos de los créditos otorgados no pueden pagarse por una implementación deficiente que no tuvo en cuenta la experiencia de las organizaciones.",agraria.pe/agronegocios,https://agraria.pe/noticias/hemos-heredado-una-grave-crisis-de-dialogo-entre-el-estado-y-12868,2016
2016-12-23,Bonistas aprueban transferencia de Odebrecht a Brookfield y Suez en Proyecto Olmos,"El cambio de accionistas no afecta las obligaciones de las Concesionarias Trasvase Olmos (CTO) y H2Olmos, que tienen Contrato de Concesión con el Estado Peruano.  Los inversionistas que adquirieron los bonos emitidos por las Concesionarias Trasvase Olmos (CTO) y H2Olmos como parte del financiamiento de las obras ejecutadas en la presa Limón, Túnel Trasandino y la infraestructura mayor de riego del Proyecto Irrigación Olmos, aprobaron la transferencia del 100% de las acciones de Odebrecht a Brookfield y Suez. Como se recuerda, el pasado 25 de noviembre Odebrecht firmó el contrato de compraventa del total de sus acciones en las concesionarias responsables del Proyecto Olmos con las multinacionales Brookfield y Suez. Para concluir la transacción de venta está pendiente la aprobación de la Corporación Andina de Fomento (CAF), financista también de las dos concesionarias y del Gobierno Regional de Lambayeque, como concedente, a quienes ya se les hizo el requerimiento formal, informó una fuente de las Concesionarias. Tras conocer el proyecto de venta de las dos Concesionarias del Proyecto Olmos, los nuevos accionistas y el Gobierno Regional Lambayecano solicitaron que el actual personal que opera en CTO y H2Olmos permanezca encargado de dichas operaciones con la finalidad de evitar inconvenientes o incumplimientos contractuales con los usuarios del proyecto, motivo por lo cual todo el equipo gerencial y de operaciones se mantendrán en los proyectos de Trasvase e Irrigación. Asimismo se precisó que el cambio de accionistas no afecta las obligaciones de CTO ni H2Olmos, que tienen Contrato de Concesión con el Estado Peruano, ya que sus obligaciones y derechos permanecen inalterables. A dos años desde que se concluyeron las obras de Irrigación, se han sembrado más de 15.000 hectáreas en el Proyecto Olmos, con el objetivo de lograr un desarrollo de hasta 33.000 hectáreas en la poligonal del valle nuevo, sumándose la necesidad de seguir incrementando las siembras en el valle viejo, que comprenden las 5.500 hectáreas en posesión de comuneros olmanos. El Proyecto Olmos tiene planificada la generación 30.000 empleos directos, en pleno desarrollo, con inversiones de empresarios agroindustriales en Olmos por más de mil millones de dólares para poner en operación cada uno de sus proyectos. Datos . Brookfield es una empresa líder en la operación y gestión de activos de alta calidad que opera en 30 países con más de US$ 220 billones de activos bajo gestión, incluyendo terminales portuarios, infraestructura ferroviaria, carreteras, transmisión de gas natural, y líneas de transmisión entre otros. Asimismo cuentan con 2 millones de hectáreas de tierras bajo administración y más de 215 plantas hidroeléctricas en 81 ríos. . Por su parte Suez, es uno de los mayores operadores de servicios de agua potable y tratamiento de sistemas residuales con presencia en varios países de Europa, Asia y países como Colombia, Chile y Cuba. Con más de 150 años de historia, Suez tiene presencia en los 5 continentes incluyendo 1.130 plantas potabilizadoras y 2.310 plantas de tratamiento de aguas residuales. Los servicios de irrigación y las presas cubren más de 450.000 hectáreas, principalmente en Marruecos, Francia, Egipto, Chile y España.",agraria.pe/agronegocios,https://agraria.pe/noticias/bonistas-aprueban-transferencia-de-odebrecht-12862,2016
2016-12-22,Piura Agro Export: Sobreproducción de mangos inestabiliza el mercado,"Vocero de la empresa señala que el mayor volumen del fruto no encuentra espacio en las plantas empacadoras, donde se da preferencia a productos con mayor rotación como la uva. También se han depreciado los precios.  La producción peruana de mangos inició el año con buenos augurios y, hasta el momento, los volúmenes se han incrementado en más de 20%. Giancarlo Niño, vocero de Piura Agro Export, explica que si bien en un comienzo este crecimiento fue bien recibido por los productores, con el paso de las semanas ha dado lugar a la saturación del mercado. “El exceso de producción está saturando las plantas empacadoras que no tienen cupo para todos los productores. Muchos tenemos que optar por vender un porcentaje de la fruta en el mercado interno, aunque sea menos rentable. Asimismo, al tener tanta fruta disponible, los precios se han depreciado mucho en las últimas semanas y creemos que la situación no mejorará en las siguientes semanas”, señala. El especialista agrega que esta sobreproducción da como resultado un mercado inestable en el que puede ser complicado cumplir con los acuerdos comerciales, pues las plantas empacadoras no tienen capacidad para manejar toda la fruta producida. “A esto se suma que la uva también está en campaña, que al ser una fruta de alta rotación tiene preferencia para algunas empacadoras”. Ante esta situación, muchos productores optan por ingresar y reforzar contactos en mercados como Asia y Europa, destacando que, hasta noviembre, los envíos al continente asiático se incrementaron en 628%, lo que podría ser una respuesta a la situación que vive actualmente el sector. Según Niño, habrá fruta disponible hasta finales de febrero por lo que, aún con un par de meses de campaña, este porcentaje podría incrementarse. Fuente: freshplaza.es",agraria.pe/agronegocios,https://agraria.pe/noticias/piura-agro-export-sobreproduccion-de-mangos-inestabiliza-12851,2016
2016-12-22,PromPerú lanzará tres marcas sectoriales el 2017,"Marcas son parte de las estrategias de posicionamiento comercial de nuestro país en el exterior.  Con el objetivo de fortalecer las agroexportaciones peruanas, la Comisión de Promoción del Perú para la Exportación y el Turismo (PromPerú) lanzará tres marcas sectoriales el próximo año. Al respecto, el director de Exportaciones de PromPerú, Luis Torres Paz, indicó que dichas marcas son parte de las estrategias de posicionamiento comercial de nuestro país en el exterior. Destacó que serán lanzadas en los eventos más importantes de cada rubro en el mundo. En ese sentido, detalló que la primera marca en anunciarse será “Superalimentos del Perú”, cuyo lanzamiento oficial se realizará en la feria Fruit Logística que se realizará del 8 al 10 de febrero en Berlín (Alemania). Le seguirá una marca enfocada en cafés especiales y cuyo anuncio se desarrollará en el marco de la feria de la Asociación Americana de Cafés Especiales (SCAA, por sus siglas en inglés) que se celebrará del 21 al 23 de abril en Seattle, en Washington (Estados Unidos). Por último, se lanzará una marca para el cacao, cuya presentación se realizará durante el Salón del Chocolate en París, que se desarrollará del 28 de octubre al 1 de noviembre en París (Francia).",agraria.pe/agronegocios,https://agraria.pe/noticias/promperu-lanzara-tres-marcas-sectoriales-el-2017-12849,2016
2016-12-22,Cultivos de uvas instalados en zonas eriazas de Piura consumen más agua que el arroz,"A productores de arroz se les asigna 16.000 m3 de agua por hectárea al año, sin embargo el consumo de agua en arroz en Piura es en promedio 12.000 m3 anuales (con la técnica de riego de secas intermitentes es de 8.000 m3 por ha), mientras que a las uvas se les asigna 19.000 m3 por hectárea al año.  El titular de la Dirección Regional de Agricultura de Piura (DRA Piura), Mario Laberry, señaló que no debería haber campaña chica (o complementaria) de arroz porque pone en peligro la producción de otros cultivos; esto debido a la falta de agua en la región ocasionada por la ausencia de lluvias, lo cual ha impedido el riego de las plantaciones, evento muy recurrente en los últimos años. Ante ello, el presidente de la Asociación Peruana de Productores de Arroz (Apear), Ángel Zapata León, señaló que esta sequía que afecta a Piura se debe al mal manejo del recurso hídrico, así como a las autorizaciones para las nuevas extensiones agrícolas que viene entregando la DRA Piura a grandes proyectos de cultivos como el caso de la uva de mesa. “Los productores arroceros tenemos más de 25 años realizando dos campañas al año en Piura (en la campaña grande se instalan 32.000 ha de arroz y en la campaña chica o complementaria 24.000 ha) y para ello se nos asigna una cuota de agua por año, lo cual nos permite atender ambas campañas”, sostuvo Detalló que dicha cuota asciende a 16.000 m3 de agua por hectárea al año, sin embargo el consumo de agua en arroz en Piura es en promedio 12.000 m3 anuales (ya no se inundan los cultivos) y con la técnica de riego de secas intermitentes es de 8.000 m3 por ha, mientras que a las uvas se les asigna 19.000 m3 por hectárea al año. En ese sentido, agregó que son los cultivos instalados en los desiertos y zonas eriazas como la caña de azúcar y la uva (que cuenta aproximadamente entre 6.000 y 7.000 ha en Piura) quienes consumen más agua. “Técnicamente estamos demostrando que los arroceros y agricultores tradicionales en general, podemos manejar las cuotas de agua que están asignadas en nuestras licencias de agua (donde indica el volumen de agua que le corresponde), sin embargo no dicen que esta escasez del recurso hídrico se debe a que se ha ampliado la frontera agrícola”, comentó. En ese sentido, Ángel Zapata negó que la campaña chica de arroz sea eliminada, aunque dijo que lógicamente se reducirá el área cultivada con dicho producto porque sería irresponsable no hacerlo. “La producción de arroz de Piura permitirá satisfacer con seguridad la demanda regional y nacional”. Sobre la posibilidad de cambiar de cultivo, dijo que para ello se debe estudiar muy bien el tema de rendimiento y mercados. “De la noche a la mañana no pueden decirle al agricultor cambia de cultivo, se debe estudiar bien un producto rentable ya que será el sustento de las familias”. Dato . Los cultivos de arroz en Piura están ubicados en el valle del Chira, San Lorenzo, medio y bajo Piura y Sechura.",agraria.pe/agronegocios,https://agraria.pe/noticias/cultivos-de-uvas-instalados-en-zonas-eriazas-de-piura-consum-12848,2016
2016-12-20,Falta agilidad en temas logísticos para responder a cambios de la demanda,"Adelantar la cosecha de mango coincidió con la cosecha de uva en Piura, por lo que se juntó el requerimiento de ambas industrias, provocando que hubiera momentos críticos en el puerto de Paita y otros servicios en general.  La ausencia de lluvias que se registra en la región de Piura ha provocado que los árboles de mango se estresen generando una maduración rápida de la fruta por lo cual se tuvo que cosechar antes de lo previsto. Así lo señaló el gerente general de la Asociación Peruana de Productores y Exportadores de Mango (APEM), Juan Carlos Rivera Ortega, quien indicó que esto generó una acelerada exportación en las primeras semanas de la campaña de mango fresco 2016/2017. “En la campaña anterior (2015/2016), desde la semana 40 a la semana 50 se despacharon 313 contenedores de mangos frescos procedentes de Perú, mientras que en la presente campaña (2016/2017) en ese mismo periodo (desde la semana 40 a la 50) se despacharon 949 contenedores, es decir más del triple”, sostuvo. En ese sentido, dijo que adelantar la cosecha de mango coincidió con la cosecha de uva en Piura, por lo que se juntó el requerimiento de ambas industrias en cuanto a personal (mano de obra), atención en plantas de empaque y en el puerto de Paita. “Las instituciones públicas como el Servicio Nacional de Sanidad Agraria (Senasa) y empresas privadas como navieras tuvieron doble trabajo, por lo cual sus capacidades de atención no permitieron atender la alta demanda”, comentó. Detalló que en las semana 48 y 49 (del 21 de noviembre al 4 de diciembre del presente año) hubo momentos críticos donde colapsó el servicio en el puerto de Paita y de otros servicios en general. Indicó que ahora que la campaña de uva de Piura está por culminar y los recursos y servicios se están normalizando, la industria del mango volverá a recibir una atención adecuada de los proveedores. “Debemos tomar precauciones para que no vuelva a suceder. Debemos prepararnos mejor, estar mejor informados, pedir a las empresas e instituciones que tengan la agilidad del caso para responder a una demanda de este tipo. La lección es que nos falta agilidad para responder a cambios en la demanda como lo que ocurrió”, finalizó.",agraria.pe/agronegocios,https://agraria.pe/noticias/falta-agilidad-en-temas-logisticos-para-responder-a-12831,2016
2016-12-19,Productores de banano orgánico en el  valle del Chira dejan de exportar más de US$ 275 mil a la semana por menor producción,"Además, asociaciones y empresas ya están reduciendo el número de personal que trabaja en el campo.  En el valle del Chira (Piura) las asociaciones de productores de banano orgánico exportan semanalmente 150 contenedores de dicho producto, sin embargo desde la semana pasada solo logran despachar 130 contenedores debido a la menor producción del cultivo por falta de agua para el riego. Así lo destacó el presidente de la Junta Nacional del Banano (JNB), Valentín Ruiz Delgado, quien detalló que cada contenedor contiene 1.080 cajas. El precio por caja (de 18.14 kilos c/u) asciende a US$ 12.80, razón por la que estos 20 contenedores menos a la semana significaría dejar de vender US$ 276.480. Manifestó que el principal destino de los bananos orgánicos procedentes del Chira, y que se comercializan en el nicho de Comercio Justo, es Europa, seguida de Estados Unidos y Japón. Valentín Ruiz manifestó que si no llueve en los próximos días el problema se agudizará más ya que no se podrá regar y las cosechas de banano son semanales, por lo que la producción irá disminuyendo. “Esperemos que aumente el volumen de almacenamiento de Poechos para que permitan soltar más agua, pero si cierran las compuertas la situación será muy grave. Las asociaciones y empresas ya están reduciendo el número de personal que trabaja en el campo”, comentó. En ese sentido, exigió a los gobernantes de la región a que se agilice el proyecto de afianzamiento del reservorio de Poechos y la construcción de los reservorios satélites, obras que según dijo se iniciarían recién el 2018. Además, el presidente de la JNB, señalo que su representada junto a otros gremios y asociaciones, han tomado la decisión de descolmatar por su propia cuenta el reservorio de Poechos para permitir un mayor almacenamiento del recurso hídrico cuando vengan las lluvias.",agraria.pe/agronegocios,https://agraria.pe/noticias/productores-de-banano-organico-en-el-valle-de-12817,2016
2016-12-15,Piura pierde cerca de S/ 200 millones por falta de lluvias,"Gobierno destinará S/ 131 millones para aliviar déficit hídrico en el ámbito regional.  Piura es una de las regiones más golpeadas por la ausencia de lluvias durante los últimos meses. Las pérdidas ocasionadas por este fenómeno bordean los S/ 200 millones en el sector agrícola, informó la Dirección Regional Agraria de Piura. Esta cifra representa el 14% del PBI agrícola piurano. La cantidad de terrenos afectados también va en aumento. El Centro de Operaciones de Emergencia Regional (COER) reporta unas 50.000 hectáreas, cifra equivalente al 25% del área cultivable en la región. La mayoría de estas pertenece a pequeños agricultores. Entre los principales cultivos afectados figuran el arroz, el banano orgánico y el mango. La región ostenta más de la mitad de la producción nacional en cada uno de estos productos. A esto se suman los niveles mínimos de agua registrados en los reservorios de la zona. Las represas de la costa norte –que en conjunto representan el 40% de la capacidad de almacenamiento del país– operan al 20% de su capacidad útil. Acciones Frente a este problema, las autoridades decidirán en los próximos días la reapertura por un período limitado de los reservorios de Poechos y San Lorenzo, los más grandes de la región. Estos fueron cerrados a la actividad agrícola en noviembre, lo que generó protestas de los agricultores que temen perder sus cultivos. En los últimos meses, el Gobierno ha declarado estado de emergencia hídrica en 18 regiones. El presidente del Consejo de Ministros, Fernando Zavala, señaló ayer, en su visita a Piura, que el Gobierno invierte S/ 50 millones frente a este fenómeno y que se prevé un incremento en el apoyo económico a las regiones en emergencia. Según el ministro de Agricultura y Riego, José Manuel Hernández, el apoyo a las regiones para aliviar el déficit hídrico alcanzaría los S/ 131 millones el próximo año. Este sector también prevé pérdidas agrícolas en regiones del sur. Dato . El Servicio Nacional de Meteorología e Hidrología (Senamhi) espera que las lluvias en la zona norte y centro del país se normalicen en enero. Sin embargo, la escasez continuará en el sur. Fuente: El Comercio",agraria.pe/agronegocios,https://agraria.pe/noticias/piura-pierde-cerca-de-s-200-millones-por-falta-de-12803,2016
2016-12-15,Exportación peruana de espárragos frescos supera los US$ 355 millones a noviembre de este año,"Estados Unidos se consolida en el primer lugar como principal comprador, seguido de Reino Unido.  A pocos días de terminar el 2015, se van perfilando los resultados anuales de algunos de los principales productos de agroexportación. En el caso de los espárragos frescos, se conoció que en el periodo enero-noviembre de este año las exportaciones alcanzaron un volumen de 105.705.464 kilos por un valor FOB de US$ 355.881.898. Según información que publica el portal especializado Agro Data, los principales compradores de este producto nacional en el periodo indicado fueron Estados Unidos con US$ 224.115.000, seguido de Reino Unido (US$ 41.679.000), Países Bajos (US$ 35.442.000), España (US$ 24.703.000) y Australia (US$ 4.066.000). Las empresas que más lograron exportar espárragos frescos fueron Complejo Agroindustrial Beta SA con despachos por US$ 58.838.000. Le siguieron Danper Trujillo SAC (US$ 29.184.000), Empresa Agro Export Ica SAC (US$ 19.161.000), Global Fresh SAC (US$ 17.968.000), Santa Sofía del Sur SAC (US$ 16.646.000) y Sociedad Agrícola Drokasa SA (US$ 16.250.000). Cabe recordar que durante todo el 2015, Perú exportó un total de 128.045.677 kilos de espárragos frescos por un valor FOB de US$ 412.429.388.",agraria.pe/agronegocios,https://agraria.pe/noticias/exportacion-peruana-de-esparragos-frescos-supera-12800,2016
